policy,candidatesupport,taxesfortreatment,emotionscale,sw,sb,ns,uw,ub,pooledwhite,pooledblack,pooledsymp,pooledunsymp,treat,RR,whiteid,racialstereotype,conservative,moderate,liberal,republican,independent,democrat,age,region,hsgrad,somecollege,collegegrad,postgrad,female,d25kto34k,d35kto49k,d50kto74k,d75kto99k,d100kto149k,d150kormore,pid7,ideo,perwhiteaddicts,perblackaddicts,overrepwhiteaddicts,overrepblackaddicts,sympathymike,opioidnews,state
1,0.75,0.6,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,0,1,0,0,1,0,72,Midwest,0,1,0,0,1,1,0,0,0,0,0,0.5,4,0.64,0.12,1,1,0,Not too closely,MO
1,1,1,0.9,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0.75,0.666666667,0,1,0,1,0,0,36,South,0,0,1,0,0,1,0,0,0,0,0,1,4,0.5,0.2,0,1,1,Fairly closely,AL
0,0.5,0.2,0.475,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0,-0.166666667,0,1,0,0,1,0,45,West,0,1,0,0,0,0,1,0,0,0,0,0.5,4,0.5,0.2,0,1,0.25,Not closely at all,CA
1,1,1,0.4,0,0,1,0,0,0,0,0,0,No Story,0,0.5,0.166666667,0,0,1,0,0,1,76,South,0,0,1,0,1,0,0,1,0,0,0,0.333333333,2,0.45,0.2,0,1,NA,Not too closely,GA
0,0,0,0.4,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0.166666667,1,0,0,1,0,0,55,Midwest,0,0,1,0,0,0,0,1,0,0,0,1,6,0.5,0.5,0,1,0.25,Not closely at all,SD
1,0.75,0.6,0.55,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0.5,0,0,0,1,0,0,1,33,South,0,0,0,1,1,0,0,0,1,0,0,0.166666667,2,0.34,0.33,0,1,0.5,Not too closely,NC
1,0.75,0.4,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.5,-0.166666667,0,1,0,0,0,1,54,Midwest,1,0,0,0,1,0,0,0,1,0,0,0.166666667,4,0.3,0.5,0,1,0.75,Fairly closely,MI
1,0.5,0,0.575,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,1,0,0,0,1,1,0,0,60,West,0,0,1,0,1,0,0,0,0,0,0,0.666666667,2,0.35,0.35,0,1,0.5,Fairly closely,CA
1,1,0.2,0.625,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,58,South,0,0,1,0,1,0,0,0,0,0,0,0,2,0.9,0.05,1,0,NA,Not too closely,GA
1,0.5,0,0.45,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.5,0,0,1,0,0,1,0,77,Midwest,0,0,1,0,1,0,1,0,0,0,0,0.5,4,0.05,0.05,0,0,0,Not too closely,WI
1,0.5,0.2,0.625,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,0,1,0,54,West,1,0,0,0,0,0,0,1,0,0,0,0.5,6,0.5,0.5,0,1,0,Fairly closely,MT
1,1,0.6,0.85,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.25,0.166666667,0,0,1,0,0,1,43,Northeast,0,0,1,0,0,0,0,1,0,0,0,0,2,0.6,0.2,0,1,1,Fairly closely,PA
0,0.25,0,0.85,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,1,0,0,1,0,0,52,Midwest,0,0,1,0,1,0,0,0,1,0,0,1,6,0.35,0.33,0,1,0.75,Not too closely,OH
0,0.5,0.2,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.25,0.166666667,1,0,0,1,0,0,54,Midwest,1,0,0,0,1,0,0,0,1,0,0,0.833333333,5,0.3,0.55,0,1,0.25,Not too closely,WI
1,0.75,0.4,0.7,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,22,Midwest,0,1,0,0,0,0,0,0,0,0,1,0,2,0.8,0.05,1,0,0.75,Fairly closely,MI
1,0.75,0.8,0.3,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.25,0,0,1,0,1,0,0,58,Northeast,0,0,1,0,1,0,0,0,0,1,0,1,4,0.65,0.2,1,1,0.75,Fairly closely,NJ
0,0,0,0.575,0,0,1,0,0,0,0,0,0,No Story,0.5,0,0,1,0,0,1,0,0,50,West,0,0,1,0,0,0,0,0,0,0,1,0.666666667,5,0.35,0.45,0,1,NA,Not too closely,AZ
0,1,0,0.95,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0,0,1,0,0,1,0,0,40,South,0,0,0,0,0,0,1,0,0,0,0,0.833333333,5,0.7,0.2,1,1,0.5,Fairly closely,WV
1,0.75,0.4,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,1,0,0,1,0,1,0,0,54,Midwest,1,0,0,0,1,1,0,0,0,0,0,0.833333333,4,0.6,0.35,0,1,0.5,Not too closely,IL
1,0.75,0,0.225,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0.75,0,0,0,1,0,1,0,72,Northeast,0,0,0,1,1,0,0,0,1,0,0,0.5,3,0.3,0.5,0,1,0.5,Not too closely,MA
1,1,0.4,0.825,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0,0,0,0,1,0,0,1,35,Midwest,0,0,1,0,1,0,0,1,0,0,0,0.166666667,1,0.8,0.1,1,0,0.75,Not too closely,NE
1,0.75,1,0.8,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,54,Midwest,0,0,0,1,1,0,0,0,0,0,1,0,2,0.5,0.25,0,1,NA,Fairly closely,IN
1,0.75,0.4,0.8,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.5,0,0,0,1,0,0,1,69,Midwest,0,0,1,0,0,0,1,0,0,0,0,0.333333333,3,0.4,0.3,0,1,0.5,Fairly closely,IA
1,1,0.6,0.75,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,-0.166666667,0,0,1,0,0,1,28,Northeast,0,0,1,0,1,0,1,0,0,0,0,0.166666667,1,0.4,0.5,0,1,0.75,Not too closely,NY
0,0.25,0,0.15,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.5,0,1,0,0,1,0,0,29,West,0,0,1,0,1,0,1,0,0,0,0,0.833333333,6,0.5,0.3,0,1,0.25,Not closely at all,ID
1,0.75,0.2,0.775,0,0,1,0,0,0,0,0,0,No Story,0,0.25,0,0,0,1,0,0,1,80,Northeast,0,0,1,0,0,0,1,0,0,0,0,0.166666667,2,0.4,0.4,0,1,NA,Not too closely,ME
1,0.5,0.4,0.425,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.125,0.25,0,0,0,1,0,0,1,67,West,0,0,1,0,1,0,0,0,1,0,0,0.166666667,3,0.8,0.15,1,1,0.25,Very closely,CA
1,0.25,0.2,0.45,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.125,0.5,0,1,0,0,1,0,0,21,Northeast,0,1,0,0,1,0,0,0,0,0,1,0.833333333,6,0.61,0.18,0,1,0.5,Not closely at all,NJ
1,0.75,0.6,0.625,0,0,1,0,0,0,0,0,0,No Story,0.125,0,0,1,0,0,1,0,0,37,West,0,0,0,1,0,0,0,0,0,0,1,1,6,0.64,0.12,1,1,NA,Not too closely,CA
1,0.75,0.2,0.8,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.5,-0.166666667,0,0,1,0,0,1,36,Northeast,0,0,0,1,1,0,0,0,0,1,0,0.333333333,1,0.5,0.2,0,1,0.75,Fairly closely,NJ
1,0.75,0.2,0.9,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,NA,NA,NA,NA,NA,NA,18,Northeast,0,0,0,0,1,0,0,0,1,0,0,NA,NA,0.3,0.4,0,1,0.75,Not closely at all,MA
1,1,0,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,0,1,1,0,0,63,Midwest,0,0,0,0,0,0,0,0,0,0,1,0.833333333,2,0.3,0.5,0,1,0.75,Not too closely,OH
1,0.5,0,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,0,0,0,1,1,0,0,64,Midwest,0,1,0,0,0,1,0,0,0,0,0,0.666666667,3,0.6,0.2,0,1,0.5,Fairly closely,KS
0,0.5,0,0.275,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,0,1,0,1,0,0,34,Midwest,0,0,1,0,0,0,0,0,0,0,0,0.666666667,4,0.5,0.25,0,1,0,Fairly closely,MI
0,0.25,0,0.125,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0.75,0,0,1,0,0,1,0,52,South,0,1,0,0,1,0,1,0,0,0,0,0.5,4,0.4,0.4,0,1,0,Fairly closely,SC
1,1,0.2,0.85,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,-0.666666667,NA,NA,NA,NA,NA,NA,20,South,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0.7,0.15,1,1,1,Fairly closely,SC
1,0.75,0.6,0.6,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,0,0,1,0,0,1,44,South,0,0,0,1,1,0,0,0,0,1,0,0.166666667,2,0.65,0.25,1,1,0.75,Not too closely,DE
1,0.5,0,0.75,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.5,0.166666667,1,0,0,1,0,0,68,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.666666667,6,0.7,0.2,1,1,0.5,Not too closely,MN
1,0.5,0.6,0.575,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.25,0.166666667,1,0,0,1,0,0,68,Northeast,0,0,1,0,0,0,0,0,1,0,0,1,6,0.85,0.05,1,0,0.75,Fairly closely,PA
1,0.75,0.6,0.8,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.125,0.75,0,0,0,1,0,0,1,71,West,0,0,1,0,1,0,0,0,1,0,0,0.333333333,3,0.75,0.15,1,1,0.75,Very closely,AZ
1,0.5,0,0.575,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0.833333333,1,0,0,1,0,0,72,Midwest,0,1,0,0,0,0,0,0,1,0,0,1,7,0.15,0.33,0,1,0.5,Not too closely,OH
1,0.25,0,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.333333333,0,1,0,0,1,0,45,South,0,0,1,0,1,0,0,0,1,0,0,0.5,4,0.5,0.5,0,1,0.5,Fairly closely,FL
0,0.25,0,0.175,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0.75,0.166666667,1,0,0,0,0,1,34,Midwest,0,0,1,0,0,0,0,0,1,0,0,0.333333333,5,0.4,0.5,0,1,0.25,Not too closely,WI
1,0.5,0.6,0.525,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.5,0.166666667,1,0,0,0,1,0,81,Midwest,1,0,0,0,1,0,1,0,0,0,0,0.5,6,0.6,0.3,0,1,0.75,Fairly closely,WI
1,0.75,0.2,0.625,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,0,1,0,0,0,1,47,West,0,1,0,0,1,0,0,0,1,0,0,0.333333333,4,0.5,0.25,0,1,0.5,Fairly closely,CA
1,0.75,0.6,0.725,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,0,0,0,0,1,0,0,1,32,Midwest,0,0,1,0,0,0,0,0,0,0,0,0.333333333,3,0.6,0.2,0,1,0.5,Fairly closely,MN
0,0.5,0.2,0.325,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,NA,NA,NA,NA,NA,NA,50,South,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.8,0.1,1,0,0.25,Fairly closely,FL
1,0.5,0,0.7,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.25,0,0,1,0,0,1,0,39,Midwest,1,0,0,0,0,0,1,0,0,0,0,0.5,4,0.8,0.1,1,0,0.75,Not too closely,WI
1,0.5,0.2,0.425,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,-0.166666667,0,1,0,0,1,0,24,Midwest,0,1,0,0,1,0,1,0,0,0,0,0.5,4,0.5,0.3,0,1,0.5,Not too closely,OH
1,0.5,0.6,0.625,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0.25,0,1,0,0,1,0,0,55,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.666666667,5,0.64,0.12,1,1,0.75,Fairly closely,KS
0,0.5,0.6,0.55,0,0,1,0,0,0,0,0,0,No Story,0.5,0.5,0,1,0,0,1,0,0,69,South,0,1,0,0,0,0,0,0,0,1,0,1,7,0.3,0.5,0,1,NA,Fairly closely,FL
1,0.75,0,0.425,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0.75,0,0,1,0,0,0,1,60,West,0,0,1,0,0,0,0,1,0,0,0,0.333333333,4,0.45,0.3,0,1,0.5,Not too closely,CO
0,0,0,0.25,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,0,0,1,0,0,1,68,West,0,0,1,0,1,0,0,0,1,0,0,0.166666667,3,0.2,0.6,0,1,0,Not too closely,CA
1,0.75,0.2,0.475,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,1,0,NA,NA,NA,0,0,1,47,West,0,0,0,0,1,0,0,0,0,0,0,0.166666667,NA,0.4,0.4,0,1,1,Fairly closely,CA
0,0.25,0,0.35,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,1,0.333333333,0,0,1,0,1,0,56,Midwest,0,0,1,0,1,0,0,0,0,0,1,0.5,3,0.12,0.75,0,1,0,Not too closely,IA
1,1,0.2,0.825,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.25,0,0,0,1,0,0,1,20,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0.5,0,1,1,Fairly closely,RI
1,0.75,0.2,0.65,0,0,1,0,0,0,0,0,0,No Story,0.75,0,-0.166666667,0,1,0,1,0,0,77,South,0,0,1,0,0,0,1,0,0,0,0,0.666666667,4,0.7,0.15,1,1,NA,Not too closely,TX
1,0.25,0.2,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.833333333,0,1,0,1,0,0,68,South,1,0,0,0,0,1,0,0,0,0,0,0.666666667,4,0.1,0.8,0,1,0.25,Not too closely,VA
0,0.25,0,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0.5,0.833333333,0,0,1,1,0,0,53,Northeast,1,0,0,0,0,1,0,0,0,0,0,0.666666667,2,0.3,0.6,0,1,0.5,Fairly closely,NY
1,0.75,0.2,0.725,0,0,1,0,0,0,0,0,0,No Story,0.25,0.5,0,0,0,1,0,0,1,30,Midwest,0,0,1,0,1,0,0,0,1,0,0,0,2,0.77,0.06,1,0,NA,Not too closely,IL
1,1,0,1,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0,0,0,0,1,0,0,1,22,South,1,0,0,0,0,0,0,1,0,0,0,0.333333333,2,0.64,0.12,1,1,1,Not closely at all,TX
1,1,0.4,0.625,0,0,1,0,0,0,0,0,0,No Story,0,0,-0.5,0,0,1,0,0,1,35,South,0,0,0,1,1,0,0,1,0,0,0,0,1,0.7,0.15,1,1,NA,Fairly closely,NC
0,0.25,0.2,0.775,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.25,0,NA,NA,NA,NA,NA,NA,19,Midwest,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0.28,0.37,0,1,0.5,Not closely at all,WI
1,0.75,0.8,0.8,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,76,South,0,0,0,0,0,0,0,0,0,1,0,0,2,0.3,0.5,0,1,1,Fairly closely,VA
1,0.5,0,0.925,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0.5,0,1,0,0,1,0,0,74,West,0,0,1,0,1,0,1,0,0,0,0,0.666666667,6,0.64,0.12,1,1,0,Not closely at all,ID
0,0,0,0.425,0,0,1,0,0,0,0,0,0,No Story,0.75,0,0,0,1,0,1,0,0,61,Midwest,1,0,0,0,0,0,0,0,0,1,0,0.666666667,4,0.38,0.3,0,1,NA,Not too closely,WI
1,0,0.6,0.95,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.25,0,0,0,1,0,0,1,75,West,0,0,0,1,1,0,0,0,0,1,0,0.333333333,2,0.8,0.1,1,0,1,Very closely,CO
1,1,0.8,0.7,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0,0,0,0,1,1,0,0,61,West,1,0,0,0,1,1,0,0,0,0,0,1,3,0.4,0.4,0,1,1,Fairly closely,CO
0,0.5,0.2,0.6,0,0,1,0,0,0,0,0,0,No Story,0.875,0.75,0,0,0,1,1,0,0,32,South,0,0,1,0,0,0,0,1,0,0,0,1,3,0.15,0.5,0,1,NA,Not too closely,KY
0,0,0,0.475,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,1,0,0,1,0,0,45,South,0,0,0,1,0,0,0,0,0,0,1,0.666666667,7,0.75,0.1,1,0,0.25,Not too closely,TX
1,0.5,0.2,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0.75,0.333333333,1,0,0,1,0,0,76,South,0,0,1,0,0,1,0,0,0,0,0,1,7,0.75,0.2,1,1,0.5,Not too closely,OK
1,0.5,0.2,0.65,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.5,0,1,0,0,1,0,0,67,Midwest,0,0,1,0,1,0,0,1,0,0,0,1,6,0.5,0.25,0,1,0.75,Not too closely,MI
1,0.75,0.4,0.475,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0.25,-0.166666667,NA,NA,NA,1,0,0,32,South,0,1,0,0,0,0,1,0,0,0,0,0.666666667,NA,0.2,0.4,0,1,0.75,Not too closely,FL
1,0.75,0.2,0.75,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0.5,0,0,0,1,0,0,1,64,Northeast,0,0,1,0,1,0,0,0,0,1,0,0.166666667,2,0.3,0.35,0,1,0.25,Fairly closely,NY
1,0.75,0.6,0.6,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0.5,0,0,0,1,0,1,0,56,West,1,0,0,0,1,0,1,0,0,0,0,0.5,3,0.5,0.4,0,1,0.25,Not too closely,CA
1,0.5,0.2,0.6,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.5,0.166666667,NA,NA,NA,NA,NA,NA,34,South,0,0,1,0,1,0,0,0,0,1,0,NA,NA,0.3,0.4,0,1,0.5,Not too closely,WV
1,0.5,0.4,0.325,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.75,0,0,0,1,0,0,1,40,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.166666667,3,0.2,0.55,0,1,0.25,Fairly closely,MI
0,0.5,0.8,0.425,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0.166666667,1,0,0,0,0,1,77,West,0,0,0,0,1,0,0,0,0,1,0,0.333333333,5,0.4,0.4,0,1,0.5,Not too closely,NM
1,0.75,0.6,0.525,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,0.25,0,0,0,1,0,0,1,37,Midwest,0,0,1,0,1,0,0,0,0,1,0,0,2,0.7,0.3,1,1,0.25,Fairly closely,WI
1,1,1,0.8,0,0,1,0,0,0,0,0,0,No Story,0,0.25,-0.333333333,0,0,1,0,1,0,41,West,0,0,0,1,1,0,0,0,0,0,0,0.5,2,0.7,0.15,1,1,NA,Very closely,HI
0,0.25,0,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0,0,1,0,0,1,0,0,32,Midwest,0,1,0,0,0,0,0,1,0,0,0,0.666666667,6,0.62,0.07,0,0,0.25,Not too closely,KS
1,0.5,0.2,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.25,0,1,0,0,1,0,0,62,West,0,0,1,0,0,0,0,0,0,1,0,1,7,0.64,0.12,1,1,0.75,Not too closely,AZ
1,1,0.6,0.6,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.25,0,0,0,1,0,0,1,29,Midwest,0,0,1,0,0,0,1,0,0,0,0,0.333333333,2,0.5,0.25,0,1,1,Fairly closely,OH
1,1,0.2,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.75,-0.166666667,0,0,1,0,1,0,40,Northeast,0,1,0,0,1,0,0,0,0,0,0,0.5,1,0.7,0.2,1,1,1,Not too closely,PA
1,0.75,0.4,0.3,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0,0,NA,NA,NA,0,1,0,24,South,1,0,0,0,0,1,0,0,0,0,0,0.5,NA,0.6,0.25,0,1,0.25,Not closely at all,TX
0,0.25,0,0.6,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.875,0,0,1,0,0,1,0,0,33,West,0,1,0,0,1,0,0,0,1,0,0,0.666666667,6,0.2,0.5,0,1,0,Not too closely,AK
1,1,0.6,0.6,0,0,1,0,0,0,0,0,0,No Story,0.125,0.25,0,0,1,0,0,1,0,75,West,0,0,0,1,1,0,0,1,0,0,0,0.5,4,0.64,0.12,1,1,NA,Not too closely,CO
1,0.75,0.2,0.525,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0,0,0,1,0,0,0,1,51,Midwest,1,0,0,0,0,0,0,1,0,0,0,0.333333333,4,0.36,0.5,0,1,0.5,Fairly closely,MI
1,0.5,0.4,0.6,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0,0,1,0,0,1,0,0,73,West,0,1,0,0,1,1,0,0,0,0,0,1,6,0.33,0.33,0,1,0.75,Fairly closely,WA
1,0.75,0,0.6,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,1,0.333333333,1,0,0,1,0,0,50,West,0,1,0,0,0,0,0,0,0,0,1,1,7,0.75,0.25,1,1,0.25,Fairly closely,CA
1,0.5,0.6,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,73,Midwest,1,0,0,0,1,0,0,0,0,0,1,0.333333333,2,0.4,0.4,0,1,0.75,Not too closely,KS
1,0.5,0.6,0.35,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,0,1,0,0,1,39,Northeast,0,0,1,0,1,0,0,1,0,0,0,0.333333333,3,0.25,0.5,0,1,0.5,Not too closely,MA
1,1,0.4,0.7,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,1,0,0,0,1,69,South,0,0,1,0,1,0,1,0,0,0,0,0.166666667,4,0.75,0.25,1,1,0.5,Fairly closely,FL
1,0.5,0,0.5,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,NA,NA,NA,0,1,0,27,Midwest,0,1,0,0,0,0,1,0,0,0,0,0.5,NA,0.34,0.33,0,1,0.5,Not too closely,OH
0,0.25,0,0.2,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,-0.166666667,1,0,0,1,0,0,70,Northeast,1,0,0,0,0,0,0,1,0,0,0,0.833333333,6,0.4,0.5,0,1,0.25,Not too closely,NJ
0,0.25,0,0.65,0,0,1,0,0,0,0,0,0,No Story,0.75,0.25,0,1,0,0,1,0,0,37,Midwest,0,1,0,0,1,0,1,0,0,0,0,1,6,0.3,0.45,0,1,NA,Not too closely,MO
1,1,0,0.85,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,64,West,0,0,1,0,1,1,0,0,0,0,0,0.333333333,2,0.3,0.4,0,1,1,Fairly closely,OR
1,0.5,0,0.75,0,0,1,0,0,0,0,0,0,No Story,0.25,0,0,0,1,0,1,0,0,28,West,0,1,0,0,1,0,0,0,0,0,0,0.833333333,4,0.45,0.45,0,1,NA,Not too closely,CA
1,0.75,0.2,0.675,0,0,1,0,0,0,0,0,0,No Story,0.5,0.25,-0.166666667,0,1,0,1,0,0,25,West,0,0,1,0,0,0,0,0,1,0,0,0.666666667,4,0.33,0.34,0,1,NA,Fairly closely,OR
0,0.5,0.2,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0,0.166666667,1,0,0,1,0,0,23,Midwest,0,0,1,0,0,0,0,0,1,0,0,0.833333333,6,0.5,0.5,0,1,0.5,Not closely at all,IA
0,0.5,0.2,0.475,0,0,1,0,0,0,0,0,0,No Story,0.375,0.25,0,0,0,1,1,0,0,63,Midwest,0,1,0,0,1,0,0,1,0,0,0,0.833333333,2,0.6,0.3,0,1,NA,Not too closely,WI
0,0.25,0,0.75,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0.5,0,1,0,0,1,0,0,30,South,0,1,0,0,0,0,0,0,0,1,0,0.833333333,6,0.7,0.24,1,1,0.25,NA,TN
1,1,0.6,1,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.333333333,0,1,0,0,0,1,60,Midwest,1,0,0,0,1,0,0,0,0,0,0,0,4,0.4,0.4,0,1,1,Very closely,IN
1,0.5,0.6,0.5,0,0,1,0,0,0,0,0,0,No Story,0.125,0,0,1,0,0,1,0,0,46,South,0,0,1,0,0,0,0,0,0,0,1,0.833333333,6,0.7,0.2,1,1,NA,Not too closely,OK
0,0.75,1,0.625,0,0,1,0,0,0,0,0,0,No Story,0.75,0,0,0,0,1,0,0,1,36,West,0,0,1,0,0,0,0,0,0,0,1,0.166666667,3,0.5,0.3,0,1,NA,Not too closely,CA
1,1,0.4,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.25,0,0,0,1,0,0,1,35,South,0,0,0,1,1,0,0,0,0,0,1,0,2,0.7,0.2,1,1,0.75,Not too closely,TN
1,0.75,0.2,0.575,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0,0.166666667,1,0,0,1,0,0,50,South,0,1,0,0,1,0,0,0,0,1,0,0.666666667,5,0.35,0.45,0,1,0.75,Fairly closely,NC
0,0,0,0,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,54,South,1,0,0,0,1,0,0,0,1,0,0,0.666666667,5,0.5,0.25,0,1,0.25,Not too closely,LA
1,0.75,0,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,1,0,1,0,0,1,0,0,51,Northeast,0,0,1,0,1,0,0,0,0,0,1,0.833333333,5,0.4,0.3,0,1,0.25,Fairly closely,PA
0,0.5,0.6,0.4,0,0,1,0,0,0,0,0,0,No Story,0.625,0.5,-0.166666667,1,0,0,0,0,1,31,Midwest,1,0,0,0,1,0,0,0,0,0,0,0.166666667,5,0.4,0.3,0,1,NA,Not too closely,MI
0,0,0,0.375,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0.25,0,1,0,0,1,0,0,33,South,0,0,0,1,1,0,0,0,1,0,0,0.666666667,5,0.7,0.2,1,1,0,Not too closely,FL
1,1,0.2,0.475,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0.75,0,0,0,1,0,0,1,63,South,0,0,1,0,1,0,0,0,0,0,0,0,2,0.5,0.4,0,1,0.75,Very closely,TN
0,0.5,0,0.425,0,0,1,0,0,0,0,0,0,No Story,1,0.5,0,1,0,0,1,0,0,49,South,1,0,0,0,1,0,1,0,0,0,0,1,7,0.3,0.3,0,1,NA,Not too closely,SC
0,0.5,0,0.3,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.25,0,1,0,0,1,0,0,32,West,0,0,1,0,0,0,0,1,0,0,0,1,5,0.33,0.33,0,1,0.75,Not closely at all,UT
